FpMember,Player,Role,MatchNum
renuka,A. Singh,,12
renuka,D. Chahar,,12
renuka,J. Unadkat,VC,12
akshay_pm,D. Warner,,12
akshay_pm,S. Raina,VC,12
akshay_pm,F. Plessis,C,12
akshay_pm,D. Miller,,12
akshay_pm,S. Yadav,,12
akshay_pm,N. Pooran,,12
akshay_pm,D. Bravo,,12
akshay_pm,M. Stoinis,,12
akshay_pm,C. Woakes,,12
akshay_pm,A. Singh,,12
akshay_pm,M. Rahman,,12
ankix11,V. Kohli,,12
ankix11,D. Warner,C,12
ankix11,R. Sharma,,12
ankix11,A. Villiers,,12
ankix11,J. Bairstow,,12
ankix11,J. Holder,,12
ankix11,K. Pandya,,12
ankix11,R. Tewatia,,12
ankix11,J. Bumrah,,12
ankix11,T. Natarajan,VC,12
ankix11,A. Khan,,12
ajay.rajan10,S. Yadav,,12
ajay.rajan10,M. Ali,VC,12
ajay.rajan10,R. Pant,,12
ajay.rajan10,J. Buttler,C,12
ajay.rajan10,K. Rahul,,12
ajay.rajan10,Q. Kock,,12
ajay.rajan10,S. Samson,,12
ajay.rajan10,M. Stoinis,,12
ajay.rajan10,S. Curran,,12
ajay.rajan10,T. Boult,,12
ajay.rajan10,H. Patel,,12
sharathmahadev.smk184,S. Dhawan,,12
sharathmahadev.smk184,M. Ali,VC,12
sharathmahadev.smk184,K. Rahul,,12
sharathmahadev.smk184,R. Pant,,12
sharathmahadev.smk184,S. Samson,C,12
sharathmahadev.smk184,I. Kishan,,12
sharathmahadev.smk184,C. Morris,,12
sharathmahadev.smk184,S. Curran,,12
sharathmahadev.smk184,C. Sakariya,,12
sharathmahadev.smk184,J. Bumrah,,12
sharathmahadev.smk184,A. Khan,,12
jay.amlani,C. Gayle,C,12
jay.amlani,S. Raina,,12
jay.amlani,S. Dhawan,,12
jay.amlani,S. Yadav,,12
jay.amlani,P. Shaw,VC,12
jay.amlani,D. Hooda,,12
jay.amlani,K. Rahul,,12
jay.amlani,S. Curran,,12
jay.amlani,R. Khan,,12
jay.amlani,K. Rabada,,12
jay.amlani,T. Boult,,12
srinathbs,A. Rayudu,VC,12
srinathbs,S. Yadav,,12
srinathbs,R. Pant,,12
srinathbs,K. Rahul,,12
srinathbs,J. Buttler,C,12
srinathbs,S. Samson,,12
srinathbs,S. Curran,,12
srinathbs,C. Woakes,,12
srinathbs,R. Khan,,12
srinathbs,T. Boult,,12
srinathbs,D. Chahar,,12
vinaymysr,S. Smith,,12
vinaymysr,F. Plessis,,12
vinaymysr,G. Maxwell,,12
vinaymysr,K. Rahul,,12
vinaymysr,S. Samson,,12
vinaymysr,C. Morris,C,12
vinaymysr,S. Hasan,,12
vinaymysr,R. Khan,,12
vinaymysr,K. Rabada,,12
vinaymysr,R. Chahar,,12
vinaymysr,D. Chahar,VC,12
lefthanders,C. Gayle,,12
lefthanders,S. Dhawan,,12
lefthanders,S. Yadav,,12
lefthanders,N. Rana,,12
lefthanders,M. Ali,C,12
lefthanders,J. Buttler,VC,12
lefthanders,S. Samson,,12
lefthanders,S. Curran,,12
lefthanders,K. Pandya,,12
lefthanders,V. Chakrav..,,12
lefthanders,S. Thakur,,12
santosh.ballary198,S. Raina,C,12
santosh.ballary198,S. Dhawan,,12
santosh.ballary198,M. Agarwal,,12
santosh.ballary198,G. Maxwell,,12
santosh.ballary198,J. Buttler,,12
santosh.ballary198,K. Rahul,,12
santosh.ballary198,S. Samson,VC,12
santosh.ballary198,S. Curran,,12
santosh.ballary198,K. Pollard,,12
santosh.ballary198,K. Rabada,,12
santosh.ballary198,D. Chahar,,12
chethannagaraj,S. Raina,,12
chethannagaraj,M. Pandey,,12
chethannagaraj,S. Yadav,,12
chethannagaraj,R. Pant,,12
chethannagaraj,K. Rahul,,12
chethannagaraj,S. Samson,C,12
chethannagaraj,C. Morris,,12
chethannagaraj,S. Curran,VC,12
chethannagaraj,C. Woakes,,12
chethannagaraj,R. Khan,,12
chethannagaraj,D. Chahar,,12
rms197385,V. Kohli,,12
rms197385,R. Sharma,,12
rms197385,S. Ahmed,,12
rms197385,G. Maxwell,,12
rms197385,M. Ali,VC,12
rms197385,J. Buttler,C,12
rms197385,S. Samson,,12
rms197385,M. Stoinis,,12
rms197385,M. Shami,,12
rms197385,P. Cummins,,12
rms197385,D. Chahar,,12
hmv_s11,C. Gayle,,12
hmv_s11,S. Dhawan,,12
hmv_s11,S. Yadav,,12
hmv_s11,M. Ali,VC,12
hmv_s11,K. Rahul,,12
hmv_s11,R. Pant,,12
hmv_s11,S. Samson,C,12
hmv_s11,K. Rabada,,12
hmv_s11,D. Chahar,,12
hmv_s11,R. Chahar,,12
hmv_s11,J. Unadkat,,12
nareshgtabbu97,R. Sharma,,12
nareshgtabbu97,S. Raina,,12
nareshgtabbu97,S. Gill,,12
nareshgtabbu97,S. Yadav,,12
nareshgtabbu97,A. Villiers,C,12
nareshgtabbu97,I. Kishan,,12
nareshgtabbu97,H. Pandya,VC,12
nareshgtabbu97,D. Christian,,12
nareshgtabbu97,W. Sundar,,12
nareshgtabbu97,R. Khan,,12
nareshgtabbu97,A. Mishra,,12
nandi.rash.0201,F. Plessis,C,12
nandi.rash.0201,S. Dhawan,,12
nandi.rash.0201,K. Rahul,,12
nandi.rash.0201,A. Villiers,,12
nandi.rash.0201,S. Samson,VC,12
nandi.rash.0201,C. Morris,,12
nandi.rash.0201,S. Curran,,12
nandi.rash.0201,R. Khan,,12
nandi.rash.0201,R. Chahar,,12
nandi.rash.0201,D. Chahar,,12
nandi.rash.0201,A. Khan,,12
seturockslp,S. Dhawan,,12
seturockslp,S. Yadav,,12
seturockslp,M. Ali,C,12
seturockslp,J. Buttler,,12
seturockslp,K. Rahul,,12
seturockslp,R. Pant,,12
seturockslp,S. Samson,,12
seturockslp,C. Morris,VC,12
seturockslp,S. Curran,,12
seturockslp,K. Rabada,,12
seturockslp,A. Khan,,12
gurukr,S. Dhawan,,12
gurukr,S. Yadav,,12
gurukr,M. Ali,VC,12
gurukr,A. Samad,,12
gurukr,K. Rahul,,12
gurukr,R. Pant,,12
gurukr,J. Buttler,,12
gurukr,S. Samson,C,12
gurukr,S. Curran,,12
gurukr,K. Rabada,,12
gurukr,T. Boult,,12
raghu.mtt25,S. Yadav,,12
raghu.mtt25,M. Ali,VC,12
raghu.mtt25,G. Maxwell,,12
raghu.mtt25,D. Hooda,,12
raghu.mtt25,R. Pant,,12
raghu.mtt25,K. Rahul,,12
raghu.mtt25,S. Samson,C,12
raghu.mtt25,S. Curran,,12
raghu.mtt25,C. Woakes,,12
raghu.mtt25,J. Unadkat,,12
raghu.mtt25,H. Patel,,12
manju.kjm51,S. Dhawan,,12
manju.kjm51,F. Plessis,VC,12
manju.kjm51,P. Shaw,,12
manju.kjm51,M. Ali,,12
manju.kjm51,D. Hooda,,12
manju.kjm51,K. Rahul,,12
manju.kjm51,S. Samson,C,12
manju.kjm51,C. Morris,,12
manju.kjm51,T. Boult,,12
manju.kjm51,R. Chahar,,12
manju.kjm51,A. Khan,,12
sha2,C. Gayle,,12
sha2,S. Dhawan,,12
sha2,S. Yadav,,12
sha2,G. Maxwell,,12
sha2,M. Ali,C,12
sha2,J. Buttler,VC,12
sha2,K. Rahul,,12
sha2,R. Pant,,12
sha2,K. Pandya,,12
sha2,K. Rabada,,12
sha2,D. Chahar,,12
sreenivasms.shetty401,S. Raina,,12
sreenivasms.shetty401,S. Smith,,12
sreenivasms.shetty401,R. Parag,,12
sreenivasms.shetty401,R. Pant,,12
sreenivasms.shetty401,S. Samson,C,12
sreenivasms.shetty401,I. Kishan,,12
sreenivasms.shetty401,S. Curran,VC,12
sreenivasms.shetty401,M. Stoinis,,12
sreenivasms.shetty401,K. Pollard,,12
sreenivasms.shetty401,J. Bumrah,,12
sreenivasms.shetty401,B. Kumar,,12
rithesh,C. Gayle,,12
rithesh,S. Raina,,12
rithesh,S. Dhawan,,12
rithesh,S. Smith,,12
rithesh,M. Ali,C,12
rithesh,K. Rahul,,12
rithesh,S. Samson,,12
rithesh,K. Rabada,,12
rithesh,T. Boult,,12
rithesh,V. Chakrav..,,12
rithesh,J. Unadkat,VC,12
akshay_dad,S. Raina,C,12
akshay_dad,N. Rana,,12
akshay_dad,S. Khan,,12
akshay_dad,G. Maxwell,,12
akshay_dad,J. Buttler,,12
akshay_dad,S. Samson,VC,12
akshay_dad,A. Russell,,12
akshay_dad,D. Sams,,12
akshay_dad,K. Rabada,,12
akshay_dad,B. Kumar,,12
akshay_dad,H. Patel,,12
sunil_an,M. Agarwal,,12
sunil_an,S. Smith,,12
sunil_an,S. Dhawan,,12
sunil_an,S. Yadav,,12
sunil_an,M. Ali,C,12
sunil_an,R. Pant,,12
sunil_an,K. Rahul,,12
sunil_an,C. Morris,,12
sunil_an,S. Curran,VC,12
sunil_an,J. Bumrah,,12
sunil_an,D. Chahar,,12
maaaari,C. Gayle,,12
maaaari,S. Raina,,12
maaaari,S. Dhawan,,12
maaaari,M. Ali,C,12
maaaari,K. Rahul,,12
maaaari,S. Samson,,12
maaaari,I. Kishan,,12
maaaari,C. Woakes,,12
maaaari,J. Bumrah,,12
maaaari,K. Rabada,,12
maaaari,J. Unadkat,VC,12
manjeeth.mv16,C. Gayle,,12
manjeeth.mv16,S. Gill,,12
manjeeth.mv16,S. Dhawan,,12
manjeeth.mv16,E. Morgan,,12
manjeeth.mv16,D. Padikkal,,12
manjeeth.mv16,R. Pant,,12
manjeeth.mv16,D. Bravo,C,12
manjeeth.mv16,S. Dube,VC,12
manjeeth.mv16,Y. Chahal,,12
manjeeth.mv16,M. Shami,,12
manjeeth.mv16,S. Thakur,,12
locus,C. Gayle,,12
locus,S. Dhawan,,12
locus,F. Plessis,C,12
locus,M. Ali,,12
locus,R. Pant,,12
locus,K. Rahul,,12
locus,S. Samson,VC,12
locus,R. Tewatia,,12
locus,J. Bumrah,,12
locus,K. Rabada,,12
locus,M. Siraj,,12
udupanithya3110,S. Dhawan,,12
udupanithya3110,F. Plessis,,12
udupanithya3110,S. Yadav,,12
udupanithya3110,M. Ali,,12
udupanithya3110,K. Rahul,,12
udupanithya3110,J. Buttler,C,12
udupanithya3110,C. Morris,,12
udupanithya3110,S. Curran,,12
udupanithya3110,K. Rabada,,12
udupanithya3110,M. Shami,,12
udupanithya3110,J. Unadkat,VC,12
aurunkarrthik333,S. Dhawan,,12
aurunkarrthik333,P. Shaw,,12
aurunkarrthik333,S. Yadav,,12
aurunkarrthik333,R. Gaikwad,,12
aurunkarrthik333,M. Ali,,12
aurunkarrthik333,K. Rahul,,12
aurunkarrthik333,J. Buttler,C,12
aurunkarrthik333,C. Morris,VC,12
aurunkarrthik333,K. Pollard,,12
aurunkarrthik333,R. Khan,,12
aurunkarrthik333,K. Rabada,,12
vivekasharma120,F. Plessis,,12
vivekasharma120,S. Dhawan,,12
vivekasharma120,G. Maxwell,,12
vivekasharma120,M. Ali,C,12
vivekasharma120,J. Buttler,VC,12
vivekasharma120,K. Rahul,,12
vivekasharma120,S. Samson,,12
vivekasharma120,S. Curran,,12
vivekasharma120,M. Stoinis,,12
vivekasharma120,K. Rabada,,12
vivekasharma120,V. Chakrav..,,12
sandesh_nm,S. Dhawan,,12
sandesh_nm,S. Yadav,,12
sandesh_nm,M. Ali,C,12
sandesh_nm,J. Buttler,VC,12
sandesh_nm,K. Rahul,,12
sandesh_nm,R. Pant,,12
sandesh_nm,Q. Kock,,12
sandesh_nm,S. Curran,,12
sandesh_nm,M. Stoinis,,12
sandesh_nm,K. Rabada,,12
sandesh_nm,A. Singh,,12
goulimanja,S. Raina,VC,12
goulimanja,D. Miller,,12
goulimanja,S. Yadav,,12
goulimanja,P. Shaw,,12
goulimanja,K. Rahul,,12
goulimanja,S. Samson,C,12
goulimanja,C. Morris,,12
goulimanja,S. Curran,,12
goulimanja,C. Woakes,,12
goulimanja,R. Khan,,12
goulimanja,J. Bumrah,,12
sandydad,S. Dhawan,,12
sandydad,S. Yadav,,12
sandydad,M. Ali,VC,12
sandydad,K. Rahul,,12
sandydad,R. Pant,,12
sandydad,S. Samson,C,12
sandydad,H. Pandya,,12
sandydad,S. Curran,,12
sandydad,M. Stoinis,,12
sandydad,D. Chahar,,12
sandydad,T. Natarajan,,12
bm.srikishan871,S. Raina,C,12
bm.srikishan871,S. Yadav,,12
bm.srikishan871,N. Rana,,12
bm.srikishan871,R. Gaikwad,,12
bm.srikishan871,M. Ali,,12
bm.srikishan871,A. Villiers,,12
bm.srikishan871,S. Samson,VC,12
bm.srikishan871,K. Rabada,,12
bm.srikishan871,J. Bumrah,,12
bm.srikishan871,D. Chahar,,12
bm.srikishan871,A. Singh,,12
adesh_nm,S. Raina,C,12
adesh_nm,S. Dhawan,,12
adesh_nm,C. Lynn,,12
adesh_nm,S. Yadav,,12
adesh_nm,S. Samson,VC,12
adesh_nm,Q. Kock,,12
adesh_nm,K. Pollard,,12
adesh_nm,K. Rabada,,12
adesh_nm,M. Shami,,12
adesh_nm,T. Boult,,12
adesh_nm,D. Chahar,,12
jps,S. Dhawan,,12
jps,F. Plessis,,12
jps,R. Parag,,12
jps,R. Pant,,12
jps,K. Rahul,,12
jps,A. Villiers,,12
jps,S. Hasan,C,12
jps,S. Curran,,12
jps,T. Boult,,12
jps,Y. Chahal,,12
jps,P. Krishna,VC,12
ganesh.bhat,S. Raina,C,12
ganesh.bhat,S. Dhawan,,12
ganesh.bhat,A. Villiers,,12
ganesh.bhat,J. Buttler,VC,12
ganesh.bhat,K. Rahul,,12
ganesh.bhat,I. Kishan,,12
ganesh.bhat,A. Russell,,12
ganesh.bhat,S. Curran,,12
ganesh.bhat,D. Chahar,,12
ganesh.bhat,R. Chahar,,12
ganesh.bhat,P. Krishna,,12
vikramraj07193,D. Warner,,12
vikramraj07193,R. Sharma,,12
vikramraj07193,S. Raina,VC,12
vikramraj07193,M. Pandey,,12
vikramraj07193,K. Rahul,,12
vikramraj07193,J. Buttler,C,12
vikramraj07193,S. Curran,,12
vikramraj07193,C. Woakes,,12
vikramraj07193,C. Sakariya,,12
vikramraj07193,M. Shami,,12
vikramraj07193,A. Khan,,12
dadasboys,S. Raina,C,12
dadasboys,S. Dhawan,,12
dadasboys,D. Padikkal,,12
dadasboys,S. Yadav,,12
dadasboys,P. Shaw,,12
dadasboys,K. Rahul,,12
dadasboys,S. Curran,VC,12
dadasboys,K. Rabada,,12
dadasboys,R. Khan,,12
dadasboys,J. Bumrah,,12
dadasboys,J. Unadkat,,12
vk.kumarswamy107,S. Dhawan,,12
vk.kumarswamy107,R. Gaikwad,C,12
vk.kumarswamy107,G. Maxwell,,12
vk.kumarswamy107,M. Ali,,12
vk.kumarswamy107,K. Rahul,,12
vk.kumarswamy107,J. Buttler,VC,12
vk.kumarswamy107,S. Samson,,12
vk.kumarswamy107,W. Sundar,,12
vk.kumarswamy107,R. Khan,,12
vk.kumarswamy107,R. Chahar,,12
vk.kumarswamy107,V. Chakrav..,,12
hsgxi,F. Plessis,VC,12
hsgxi,S. Dhawan,,12
hsgxi,S. Yadav,,12
hsgxi,J. Buttler,C,12
hsgxi,R. Pant,,12
hsgxi,C. Morris,,12
hsgxi,S. Curran,,12
hsgxi,K. Rabada,,12
hsgxi,T. Boult,,12
hsgxi,R. Chahar,,12
hsgxi,V. Chakrav..,,12
krishas16,C. Gayle,C,12
krishas16,F. Plessis,,12
krishas16,S. Dhawan,VC,12
krishas16,S. Khan,,12
krishas16,A. Villiers,,12
krishas16,R. Pant,,12
krishas16,S. Curran,,12
krishas16,K. Rabada,,12
krishas16,M. Shami,,12
krishas16,D. Chahar,,12
krishas16,A. Singh,,12
rahulramanujam.240,R. Sharma,,12
rahulramanujam.240,S. Dhawan,,12
rahulramanujam.240,N. Rana,,12
rahulramanujam.240,S. Yadav,,12
rahulramanujam.240,G. Maxwell,C,12
rahulramanujam.240,A. Villiers,,12
rahulramanujam.240,R. Pant,,12
rahulramanujam.240,A. Russell,VC,12
rahulramanujam.240,K. Pandya,,12
rahulramanujam.240,V. Chakrav..,,12
rahulramanujam.240,H. Patel,,12
captains_11,M. Agarwal,,12
captains_11,S. Dhawan,,12
captains_11,F. Plessis,C,12
captains_11,P. Shaw,,12
captains_11,J. Buttler,VC,12
captains_11,K. Rahul,,12
captains_11,H. Pandya,,12
captains_11,S. Curran,,12
captains_11,C. Woakes,,12
captains_11,J. Bumrah,,12
captains_11,A. Khan,,12
phani1701,S. Raina,VC,12
phani1701,S. Dhawan,,12
phani1701,N. Rana,,12
phani1701,S. Yadav,,12
phani1701,M. Ali,,12
phani1701,J. Buttler,C,12
phani1701,S. Samson,,12
phani1701,R. Tewatia,,12
phani1701,K. Rabada,,12
phani1701,R. Khan,,12
phani1701,M. Shami,,12
chethanhjoshi49,D. Miller,,12
chethanhjoshi49,S. Yadav,,12
chethanhjoshi49,G. Maxwell,,12
chethanhjoshi49,D. Hooda,,12
chethanhjoshi49,R. Pant,VC,12
chethanhjoshi49,K. Rahul,C,12
chethanhjoshi49,K. Rabada,,12
chethanhjoshi49,M. Shami,,12
chethanhjoshi49,D. Chahar,,12
chethanhjoshi49,R. Chahar,,12
chethanhjoshi49,H. Patel,,12
deeps31999,R. Sharma,C,12
deeps31999,K. William..,,12
deeps31999,S. Yadav,,12
deeps31999,P. Shaw,VC,12
deeps31999,R. Pant,,12
deeps31999,J. Buttler,,12
deeps31999,R. Jadeja,,12
deeps31999,K. Pollard,,12
deeps31999,K. Pandya,,12
deeps31999,R. Khan,,12
deeps31999,Y. Chahal,,12
dillu,S. Dhawan,,12
dillu,F. Plessis,C,12
dillu,N. Rana,,12
dillu,S. Yadav,,12
dillu,R. Pant,,12
dillu,K. Rahul,,12
dillu,C. Morris,VC,12
dillu,S. Curran,,12
dillu,K. Rabada,,12
dillu,J. Bumrah,,12
dillu,R. Chahar,,12
salman.sk00770169,R. Sharma,VC,13
salman.sk00770169,C. Gayle,,13
salman.sk00770169,F. Plessis,,13
salman.sk00770169,S. Yadav,,13
salman.sk00770169,K. Rahul,,13
salman.sk00770169,Q. Kock,C,13
salman.sk00770169,H. Pandya,,13
salman.sk00770169,K. Rabada,,13
salman.sk00770169,T. Boult,,13
salman.sk00770169,A. Singh,,13
salman.sk00770169,A. Khan,,13
mjshivu9154,S. Raina,,13
mjshivu9154,S. Dhawan,VC,13
mjshivu9154,S. Yadav,,13
mjshivu9154,M. Ali,,13
mjshivu9154,R. Pant,,13
mjshivu9154,Q. Kock,C,13
mjshivu9154,I. Kishan,,13
mjshivu9154,R. Jadeja,,13
mjshivu9154,K. Pandya,,13
mjshivu9154,K. Rabada,,13
mjshivu9154,J. Bumrah,,13
jai-11,S. Raina,,13
jai-11,C. Gayle,,13
jai-11,S. Dhawan,C,13
jai-11,N. Rana,,13
jai-11,S. Yadav,,13
jai-11,M. Ali,,13
jai-11,K. Rahul,,13
jai-11,J. Bumrah,,13
jai-11,R. Chahar,VC,13
jai-11,S. Thakur,,13
jai-11,P. Krishna,,13
matti_11,R. Sharma,C,13
matti_11,S. Dhawan,,13
matti_11,S. Yadav,,13
matti_11,N. Rana,,13
matti_11,M. Ali,,13
matti_11,K. Rahul,,13
matti_11,C. Morris,,13
matti_11,R. Khan,,13
matti_11,T. Boult,,13
matti_11,R. Ashwin,VC,13
matti_11,A. Khan,,13
shiva.0424199,S. Dhawan,VC,13
shiva.0424199,S. Yadav,,13
shiva.0424199,M. Ali,,13
shiva.0424199,R. Pant,,13
shiva.0424199,K. Rahul,,13
shiva.0424199,Q. Kock,C,13
shiva.0424199,N. Pooran,,13
shiva.0424199,S. Curran,,13
shiva.0424199,K. Pandya,,13
shiva.0424199,K. Rabada,,13
shiva.0424199,J. Bumrah,,13
sanjayy,D. Warner,,13
sanjayy,S. Smith,,13
sanjayy,S. Dhawan,VC,13
sanjayy,S. Yadav,,13
sanjayy,M. Ali,,13
sanjayy,K. Rahul,,13
sanjayy,S. Samson,,13
sanjayy,S. Curran,,13
sanjayy,K. Pollard,C,13
sanjayy,K. Rabada,,13
sanjayy,R. Chahar,,13
kfstrong,C. Gayle,,13
kfstrong,S. Dhawan,,13
kfstrong,F. Plessis,,13
kfstrong,S. Yadav,C,13
kfstrong,M. Ali,,13
kfstrong,D. Hooda,,13
kfstrong,R. Pant,,13
kfstrong,K. Rahul,,13
kfstrong,S. Curran,,13
kfstrong,T. Boult,,13
kfstrong,R. Chahar,VC,13
renuka,F. Plessis,,13
renuka,S. Dhawan,C,13
renuka,S. Yadav,,13
renuka,M. Ali,,13
renuka,K. Rahul,,13
renuka,J. Bairstow,,13
renuka,S. Samson,,13
renuka,K. Rabada,,13
renuka,T. Boult,,13
renuka,R. Chahar,VC,13
renuka,A. Singh,,13
akshay_pm,D. Warner,,13
akshay_pm,S. Smith,VC,13
akshay_pm,F. Plessis,,13
akshay_pm,S. Yadav,,13
akshay_pm,Q. Kock,C,13
akshay_pm,N. Pooran,,13
akshay_pm,D. Bravo,,13
akshay_pm,M. Stoinis,,13
akshay_pm,K. Pandya,,13
akshay_pm,A. Singh,,13
akshay_pm,M. Rahman,,13
ankix11,V. Kohli,,13
ankix11,D. Warner,,13
ankix11,R. Sharma,C,13
ankix11,S. Smith,,13
ankix11,Q. Kock,VC,13
ankix11,L. Yadav,,13
ankix11,K. Pandya,,13
ankix11,J. Bumrah,,13
ankix11,R. Chahar,,13
ankix11,J. Yadav,,13
ankix11,A. Khan,,13
ajay.rajan10,R. Sharma,C,13
ajay.rajan10,S. Yadav,,13
ajay.rajan10,M. Ali,,13
ajay.rajan10,J. Buttler,,13
ajay.rajan10,K. Rahul,,13
ajay.rajan10,R. Pant,VC,13
ajay.rajan10,Q. Kock,,13
ajay.rajan10,M. Stoinis,,13
ajay.rajan10,S. Curran,,13
ajay.rajan10,T. Boult,,13
ajay.rajan10,H. Patel,,13
sharathmahadev.smk184,S. Dhawan,C,13
sharathmahadev.smk184,R. Pant,,13
sharathmahadev.smk184,K. Rahul,,13
sharathmahadev.smk184,Q. Kock,VC,13
sharathmahadev.smk184,S. Samson,,13
sharathmahadev.smk184,I. Kishan,,13
sharathmahadev.smk184,C. Morris,,13
sharathmahadev.smk184,C. Woakes,,13
sharathmahadev.smk184,J. Bumrah,,13
sharathmahadev.smk184,T. Boult,,13
sharathmahadev.smk184,A. Khan,,13
jay.amlani,C. Gayle,C,13
jay.amlani,S. Raina,,13
jay.amlani,S. Dhawan,,13
jay.amlani,S. Yadav,,13
jay.amlani,P. Shaw,VC,13
jay.amlani,D. Hooda,,13
jay.amlani,K. Rahul,,13
jay.amlani,S. Curran,,13
jay.amlani,R. Khan,,13
jay.amlani,K. Rabada,,13
jay.amlani,T. Boult,,13
srinathbs,A. Rayudu,,13
srinathbs,S. Dhawan,C,13
srinathbs,S. Yadav,VC,13
srinathbs,R. Pant,,13
srinathbs,K. Rahul,,13
srinathbs,J. Buttler,,13
srinathbs,S. Curran,,13
srinathbs,R. Khan,,13
srinathbs,T. Boult,,13
srinathbs,D. Chahar,,13
srinathbs,R. Chahar,,13
vinaymysr,S. Smith,,13
vinaymysr,F. Plessis,,13
vinaymysr,S. Yadav,,13
vinaymysr,G. Maxwell,,13
vinaymysr,K. Rahul,,13
vinaymysr,S. Samson,,13
vinaymysr,S. Hasan,,13
vinaymysr,R. Khan,,13
vinaymysr,K. Rabada,,13
vinaymysr,R. Ashwin,C,13
vinaymysr,R. Chahar,VC,13
lefthanders,C. Gayle,,13
lefthanders,S. Dhawan,,13
lefthanders,N. Rana,,13
lefthanders,S. Yadav,C,13
lefthanders,M. Ali,,13
lefthanders,J. Buttler,,13
lefthanders,S. Curran,,13
lefthanders,K. Pollard,,13
lefthanders,K. Pandya,VC,13
lefthanders,R. Ashwin,,13
lefthanders,V. Chakrav..,,13
santosh.ballary198,R. Sharma,,13
santosh.ballary198,S. Dhawan,,13
santosh.ballary198,M. Agarwal,,13
santosh.ballary198,G. Maxwell,,13
santosh.ballary198,K. Rahul,,13
santosh.ballary198,Q. Kock,C,13
santosh.ballary198,S. Samson,,13
santosh.ballary198,S. Curran,,13
santosh.ballary198,K. Pollard,,13
santosh.ballary198,K. Rabada,VC,13
santosh.ballary198,D. Chahar,,13
chethannagaraj,M. Pandey,,13
chethannagaraj,S. Dhawan,C,13
chethannagaraj,S. Yadav,,13
chethannagaraj,R. Pant,,13
chethannagaraj,K. Rahul,,13
chethannagaraj,C. Morris,,13
chethannagaraj,S. Curran,,13
chethannagaraj,C. Woakes,,13
chethannagaraj,R. Khan,,13
chethannagaraj,T. Boult,VC,13
chethannagaraj,D. Chahar,,13
rms197385,V. Kohli,,13
rms197385,R. Sharma,,13
rms197385,S. Ahmed,,13
rms197385,G. Maxwell,,13
rms197385,M. Ali,,13
rms197385,R. Pant,VC,13
rms197385,Q. Kock,C,13
rms197385,M. Stoinis,,13
rms197385,M. Shami,,13
rms197385,T. Boult,,13
rms197385,D. Chahar,,13
hmv_s11,R. Sharma,C,13
hmv_s11,C. Gayle,,13
hmv_s11,S. Dhawan,VC,13
hmv_s11,S. Yadav,,13
hmv_s11,M. Ali,,13
hmv_s11,K. Rahul,,13
hmv_s11,R. Pant,,13
hmv_s11,K. Rabada,,13
hmv_s11,D. Chahar,,13
hmv_s11,R. Chahar,,13
hmv_s11,J. Unadkat,,13
nareshgtabbu97,R. Sharma,,13
nareshgtabbu97,S. Raina,,13
nareshgtabbu97,S. Gill,,13
nareshgtabbu97,S. Yadav,,13
nareshgtabbu97,A. Villiers,C,13
nareshgtabbu97,I. Kishan,,13
nareshgtabbu97,H. Pandya,VC,13
nareshgtabbu97,D. Christian,,13
nareshgtabbu97,W. Sundar,,13
nareshgtabbu97,R. Khan,,13
nareshgtabbu97,A. Mishra,,13
nandi.rash.0201,R. Sharma,,13
nandi.rash.0201,S. Dhawan,,13
nandi.rash.0201,S. Yadav,,13
nandi.rash.0201,A. Villiers,,13
nandi.rash.0201,K. Rahul,,13
nandi.rash.0201,S. Curran,,13
nandi.rash.0201,K. Rabada,VC,13
nandi.rash.0201,R. Khan,,13
nandi.rash.0201,T. Boult,C,13
nandi.rash.0201,R. Chahar,,13
nandi.rash.0201,A. Khan,,13
seturockslp,S. Dhawan,,13
seturockslp,S. Yadav,,13
seturockslp,M. Ali,,13
seturockslp,K. Rahul,,13
seturockslp,R. Pant,,13
seturockslp,J. Buttler,,13
seturockslp,S. Samson,,13
seturockslp,S. Curran,,13
seturockslp,K. Pandya,C,13
seturockslp,K. Rabada,,13
seturockslp,R. Chahar,VC,13
gurukr,S. Dhawan,C,13
gurukr,S. Yadav,,13
gurukr,M. Ali,,13
gurukr,A. Samad,,13
gurukr,R. Pant,,13
gurukr,K. Rahul,,13
gurukr,J. Buttler,,13
gurukr,Q. Kock,VC,13
gurukr,S. Curran,,13
gurukr,K. Rabada,,13
gurukr,T. Boult,,13
raghu.mtt25,R. Sharma,C,13
raghu.mtt25,S. Dhawan,,13
raghu.mtt25,S. Yadav,,13
raghu.mtt25,G. Maxwell,,13
raghu.mtt25,D. Hooda,,13
raghu.mtt25,R. Pant,,13
raghu.mtt25,K. Rahul,,13
raghu.mtt25,S. Curran,,13
raghu.mtt25,C. Woakes,,13
raghu.mtt25,J. Unadkat,,13
raghu.mtt25,R. Chahar,VC,13
manju.kjm51,F. Plessis,,13
manju.kjm51,S. Dhawan,,13
manju.kjm51,P. Shaw,,13
manju.kjm51,M. Ali,,13
manju.kjm51,D. Hooda,,13
manju.kjm51,K. Rahul,,13
manju.kjm51,C. Morris,,13
manju.kjm51,K. Pollard,C,13
manju.kjm51,T. Boult,VC,13
manju.kjm51,R. Chahar,,13
manju.kjm51,A. Khan,,13
sha2,C. Gayle,,13
sha2,S. Dhawan,,13
sha2,S. Yadav,,13
sha2,G. Maxwell,,13
sha2,M. Ali,,13
